date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:25:23	889/889	---MC-	200	added ('OK')	application/rss+xml	etag:%227a2126370981bf388794b3710a721d17%22	http://obf.edu.pl/en/varieties-of-meaning-and-content/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/varieties-of-meaning-and-content/feed/index.html	(from http://obf.edu.pl/en/varieties-of-meaning-and-content/)
14:25:23	2535/2535	---MCZ	200	added ('OK')	text/xml	date:Fri,%2002%20Aug%202024%2012:25:22%20GMT	http://obf.edu.pl/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fobf.edu.pl%2Fen%2Fvarieties-of-meaning-and-content%2F&format=xml	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/oembed/1.0/embed5f34	(from http://obf.edu.pl/en/varieties-of-meaning-and-content/)
14:25:23	602/602	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:22%20GMT	http://obf.edu.pl/varieties-of-meaning-and-content/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/varieties-of-meaning-and-content/index.html	(from http://obf.edu.pl/en/varieties-of-meaning-and-content/)
14:25:23	599/599	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:22%20GMT	http://obf.edu.pl/pl/varieties-of-meaning-and-content/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/pl/varieties-of-meaning-and-content/index.html	(from http://obf.edu.pl/en/varieties-of-meaning-and-content/)
14:25:24	628/628	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:23%20GMT	http://obf.edu.pl/en/varieties-of-meaning-and-content/?share=email	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/varieties-of-meaning-and-content/index3081.html	(from http://obf.edu.pl/en/varieties-of-meaning-and-content/)
14:25:24	574/574	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:22%20GMT	http://obf.edu.pl/en/wp-json/wp/v2/categories/50	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/wp/v2/categories/50.json	(from http://obf.edu.pl/en/category/ccc/)
14:25:24	698/698	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:23%20GMT	http://obf.edu.pl/en/varieties-of-meaning-and-content/?share=facebook	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/varieties-of-meaning-and-content/index5a58.html	(from http://obf.edu.pl/en/varieties-of-meaning-and-content/)
14:25:24	701/701	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:23%20GMT	http://obf.edu.pl/en/varieties-of-meaning-and-content/?share=twitter	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/varieties-of-meaning-and-content/index9a7b.html	(from http://obf.edu.pl/en/varieties-of-meaning-and-content/)
14:25:24	6317/6317	---MC-	200	added ('OK')	application/rss+xml	etag:%2249b631bbfd1f5ff555c79cf621350893%22	http://obf.edu.pl/en/category/ccc/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/ccc/feed/index.html	(from http://obf.edu.pl/en/category/ccc/)
14:25:24	579/579	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:24%20GMT	http://obf.edu.pl/pl/category/ccc/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/pl/category/ccc/index.html	(from http://obf.edu.pl/en/category/ccc/)
14:25:25	582/582	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:24%20GMT	http://obf.edu.pl/category/ccc/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/category/ccc/index.html	(from http://obf.edu.pl/en/category/ccc/)
14:25:25	10280/10280	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:24%20GMT	http://obf.edu.pl/en/wp-json/wp/v2/posts/831	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/wp/v2/posts/831.json	(from http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/)
14:25:25	989/989	---MC-	200	added ('OK')	application/rss+xml	etag:%227a2126370981bf388794b3710a721d17%22	http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/feed/index.html	(from http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/)
14:25:26	2603/2603	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:25%20GMT	http://obf.edu.pl/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fobf.edu.pl%2Fen%2Fenglish-mechanistic-integration-and-unification-in-cognitive-science%2F	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/oembed/1.0/embedaaf9.json	(from http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/)
14:25:26	2687/2687	---MCZ	200	added ('OK')	text/xml	date:Fri,%2002%20Aug%202024%2012:25:25%20GMT	http://obf.edu.pl/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fobf.edu.pl%2Fen%2Fenglish-mechanistic-integration-and-unification-in-cognitive-science%2F&format=xml	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/oembed/1.0/embed15cd	(from http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/)
14:25:27	635/635	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:26%20GMT	http://obf.edu.pl/pl/english-mechanistic-integration-and-unification-in-cognitive-science/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/pl/english-mechanistic-integration-and-unification-in-cognitive-science/index.html	(from http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/)
14:25:27	638/638	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:26%20GMT	http://obf.edu.pl/english-mechanistic-integration-and-unification-in-cognitive-science/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/english-mechanistic-integration-and-unification-in-cognitive-science/index.html	(from http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/)
14:25:27	664/664	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:26%20GMT	http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/?share=email	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/index3081.html	(from http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/)
14:25:27	766/766	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:26%20GMT	http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/?share=facebook	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/index5a58.html	(from http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/)
14:25:27	584/584	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:26%20GMT	http://obf.edu.pl/en/wp-json/wp/v2/users/1	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/wp/v2/users/1.json	(from http://obf.edu.pl/en/author/admin/)
14:25:28	769/769	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:27%20GMT	http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/?share=twitter	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/index9a7b.html	(from http://obf.edu.pl/en/english-mechanistic-integration-and-unification-in-cognitive-science/)
14:25:28	579/579	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:27%20GMT	http://obf.edu.pl/pl/author/admin/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/pl/author/admin/index.html	(from http://obf.edu.pl/en/author/admin/)
14:25:29	8028/8028	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:27%20GMT	http://obf.edu.pl/en/wp-json/wp/v2/posts/820	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/wp/v2/posts/820.json	(from http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/)
14:25:29	44215/44215	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:27%20GMT	http://obf.edu.pl/en/author/admin/page/2/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/author/admin/page/2/index.html	(from http://obf.edu.pl/en/author/admin/)
14:25:30	44842/44842	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:28%20GMT	http://obf.edu.pl/author/admin/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/author/admin/index.html	(from http://obf.edu.pl/en/author/admin/)
14:25:31	2647/2647	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:29%20GMT	http://obf.edu.pl/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fobf.edu.pl%2Fen%2Fnowa-ksiazka-biblioteki-osrodka-badan-filozoficznych%2F	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/oembed/1.0/embed82d0.json	(from http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/)
14:25:31	38309/38309	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:29%20GMT	http://obf.edu.pl/en/polemika-wokol-ksiazki-krzysztofa-poslajki/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/polemika-wokol-ksiazki-krzysztofa-poslajki/index.html	(from http://obf.edu.pl/en/author/admin/)
14:25:31	39012/39012	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:30%20GMT	http://obf.edu.pl/en/regulamin-sprzeday-udziau-w-konferencjach/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/regulamin-sprzeday-udziau-w-konferencjach/index.html	(from http://obf.edu.pl/en/author/admin/)
14:25:31	44577/44577	---MC-	200	added ('OK')	application/rss+xml	etag:%2249b631bbfd1f5ff555c79cf621350893%22	http://obf.edu.pl/en/author/admin/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/author/admin/feed/index.html	(from http://obf.edu.pl/en/author/admin/)
14:25:33	22710/22710	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:31%20GMT	http://obf.edu.pl/en/category/bez-kategorii/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/bez-kategorii/index.html	(from http://obf.edu.pl/en/author/admin/)
14:25:33	619/619	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:31%20GMT	http://obf.edu.pl/pl/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/pl/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/index.html	(from http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/)
14:25:33	2769/2769	---MCZ	200	added ('OK')	text/xml	date:Fri,%2002%20Aug%202024%2012:25:31%20GMT	http://obf.edu.pl/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fobf.edu.pl%2Fen%2Fnowa-ksiazka-biblioteki-osrodka-badan-filozoficznych%2F&format=xml	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/oembed/1.0/embed3997	(from http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/)
14:25:33	922/922	---MC-	200	added ('OK')	application/rss+xml	etag:%227a2126370981bf388794b3710a721d17%22	http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/feed/index.html	(from http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/)
14:25:33	648/648	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:33%20GMT	http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/?share=email	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/index3081.html	(from http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/)
14:25:33	711/711	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:33%20GMT	http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/?share=facebook	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/index5a58.html	(from http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/)
14:25:34	714/714	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:33%20GMT	http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/?share=twitter	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/index9a7b.html	(from http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/)
14:25:34	39098/39098	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:33%20GMT	http://obf.edu.pl/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/index.html	(from http://obf.edu.pl/en/nowa-ksiazka-biblioteki-osrodka-badan-filozoficznych/)
14:25:35	590/590	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:33%20GMT	http://obf.edu.pl/en/wp-json/wp/v2/users/3	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/wp/v2/users/3.json	(from http://obf.edu.pl/en/author/bmjastrzebski/)
14:25:35	590/590	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:34%20GMT	http://obf.edu.pl/author/bmjastrzebski/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/author/bmjastrzebski/index.html	(from http://obf.edu.pl/en/author/bmjastrzebski/)
14:25:35	587/587	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:34%20GMT	http://obf.edu.pl/pl/author/bmjastrzebski/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/pl/author/bmjastrzebski/index.html	(from http://obf.edu.pl/en/author/bmjastrzebski/)
14:25:35	3812/3812	---MC-	200	added ('OK')	application/rss+xml	etag:%2249b631bbfd1f5ff555c79cf621350893%22	http://obf.edu.pl/en/author/bmjastrzebski/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/author/bmjastrzebski/feed/index.html	(from http://obf.edu.pl/en/author/bmjastrzebski/)
14:25:37	619/619	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:35%20GMT	http://obf.edu.pl/pl/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/pl/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/index.html	(from http://obf.edu.pl/en/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/)
14:25:37	714/714	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:35%20GMT	http://obf.edu.pl/en/wp-json/wp/v2/categories/8	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/wp/v2/categories/8.json	(from http://obf.edu.pl/en/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/)
14:25:37	3828/3828	---MC-	200	added ('OK')	application/rss+xml	etag:%2249b631bbfd1f5ff555c79cf621350893%22	http://obf.edu.pl/en/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/feed/index.html	(from http://obf.edu.pl/en/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/)
14:25:39	624/624	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:37%20GMT	http://obf.edu.pl/en/wp-json/wp/v2/tags/35	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/wp/v2/tags/35.json	(from http://obf.edu.pl/en/tag/featured/)
14:25:39	579/579	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:38%20GMT	http://obf.edu.pl/pl/tag/featured/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/pl/tag/featured/index.html	(from http://obf.edu.pl/en/tag/featured/)
14:25:40	24436/24436	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:37%20GMT	http://obf.edu.pl/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/index.html	(from http://obf.edu.pl/en/category/s5-projekty-badawcze/c29-biblioteka-obf/pub/)
14:25:41	24447/24447	---MC-	200	added ('OK')	application/rss+xml	etag:%2249b631bbfd1f5ff555c79cf621350893%22	http://obf.edu.pl/en/tag/featured/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/tag/featured/feed/index.html	(from http://obf.edu.pl/en/tag/featured/)
14:25:41	12459/12459	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:40%20GMT	http://obf.edu.pl/en/wp-json/wp/v2/posts/805	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/wp/v2/posts/805.json	(from http://obf.edu.pl/en/english-preliminary-schedule/)
14:25:41	33787/33787	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:39%20GMT	http://obf.edu.pl/tag/featured/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/tag/featured/index.html	(from http://obf.edu.pl/en/tag/featured/)
14:25:43	2403/2403	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:41%20GMT	http://obf.edu.pl/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fobf.edu.pl%2Fen%2Fenglish-preliminary-schedule%2F	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/oembed/1.0/embed973d.json	(from http://obf.edu.pl/en/english-preliminary-schedule/)
14:25:43	38673/38673	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:41%20GMT	http://obf.edu.pl/en/sympozjum-avant-laboratorium-wiosny/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/sympozjum-avant-laboratorium-wiosny/index.html	(from http://obf.edu.pl/en/tag/featured/)
14:25:44	40142/40142	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:41%20GMT	http://obf.edu.pl/en/regarding-the-mind-naturally/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/regarding-the-mind-naturally/index.html	(from http://obf.edu.pl/en/tag/featured/)
14:25:45	2487/2487	---MCZ	200	added ('OK')	text/xml	date:Fri,%2002%20Aug%202024%2012:25:43%20GMT	http://obf.edu.pl/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fobf.edu.pl%2Fen%2Fenglish-preliminary-schedule%2F&format=xml	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/oembed/1.0/embeda32b	(from http://obf.edu.pl/en/english-preliminary-schedule/)
14:25:45	22682/22682	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:43%20GMT	http://obf.edu.pl/en/tag/books/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/tag/books/index.html	(from http://obf.edu.pl/en/tag/featured/)
14:25:46	22663/22663	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:43%20GMT	http://obf.edu.pl/en/tag/knew/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/tag/knew/index.html	(from http://obf.edu.pl/en/tag/featured/)
14:25:46	869/869	---MC-	200	added ('OK')	application/rss+xml	etag:%227a2126370981bf388794b3710a721d17%22	http://obf.edu.pl/en/english-preliminary-schedule/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/english-preliminary-schedule/feed/index.html	(from http://obf.edu.pl/en/english-preliminary-schedule/)
14:25:47	595/595	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:46%20GMT	http://obf.edu.pl/pl/english-preliminary-schedule/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/pl/english-preliminary-schedule/index.html	(from http://obf.edu.pl/en/english-preliminary-schedule/)
14:25:47	598/598	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:46%20GMT	http://obf.edu.pl/english-preliminary-schedule/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/english-preliminary-schedule/index.html	(from http://obf.edu.pl/en/english-preliminary-schedule/)
14:25:48	39154/39154	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:25:45%20GMT	http://obf.edu.pl/en/nowa-ksika-bobf-krzysztof-posajko-to-wszystko-nic-nie-znaczy/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/nowa-ksika-bobf-krzysztof-posajko-to-wszystko-nic-nie-znaczy/index.html	(from http://obf.edu.pl/en/tag/featured/)
14:25:48	624/624	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:47%20GMT	http://obf.edu.pl/en/english-preliminary-schedule/?share=email	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/english-preliminary-schedule/index3081.html	(from http://obf.edu.pl/en/english-preliminary-schedule/)
14:25:48	676/676	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:47%20GMT	http://obf.edu.pl/en/english-preliminary-schedule/?share=facebook	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/english-preliminary-schedule/index5a58.html	(from http://obf.edu.pl/en/english-preliminary-schedule/)
14:25:49	679/679	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:48%20GMT	http://obf.edu.pl/en/english-preliminary-schedule/?share=twitter	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/english-preliminary-schedule/index9a7b.html	(from http://obf.edu.pl/en/english-preliminary-schedule/)
14:25:49	697/697	---MCZ	200	added ('OK')	application/json	date:Fri,%2002%20Aug%202024%2012:25:47%20GMT	http://obf.edu.pl/en/wp-json/wp/v2/categories/7	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/wp-json/wp/v2/categories/7.json	(from http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew/)
14:25:49	6606/6606	---MC-	200	added ('OK')	application/rss+xml	etag:%2249b631bbfd1f5ff555c79cf621350893%22	http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew/feed/index.html	(from http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew/)
14:25:49	608/608	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:48%20GMT	http://obf.edu.pl/pl/category/c17-naturalizm-w-kazimierzu/knew/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/pl/category/c17-naturalizm-w-kazimierzu/knew/index.html	(from http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew/)
14:25:50	611/611	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2002%20Aug%202024%2012:25:49%20GMT	http://obf.edu.pl/category/c17-naturalizm-w-kazimierzu/knew/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/category/c17-naturalizm-w-kazimierzu/knew/index.html	(from http://obf.edu.pl/en/category/c17-naturalizm-w-kazimierzu/knew/)
14:25:50	990/990	---MC-	200	added ('OK')	application/rss+xml	etag:%227a2126370981bf388794b3710a721d17%22	http://obf.edu.pl/en/lodzka-kawiarnia-filozoficzna-czy-potrzebujemy-jeszcze-religii/feed/	C:/Users/w.rorot/OneDrive/Studia/OBF/strona/obf.edu.pl/obf.edu.pl/en/lodzka-kawiarnia-filozoficzna-czy-potrzebujemy-jeszcze-religii/feed/index.html	(from http://obf.edu.pl/en/lodzka-kawiarnia-filozoficzna-czy-potrzebujemy-jeszcze-religii/)
